123.70	3752.00	93.60
123.72	3752.00	93.60
123.73	3753.00	93.30
123.75	3753.00	93.30
123.77	3754.00	93.20
123.78	3754.00	92.90
123.80	3754.00	92.90
123.82	3755.00	92.70
123.83	3755.00	92.60
123.85	3756.00	92.50
123.87	3756.00	92.40
123.88	3757.00	92.20
123.90	3757.00	92.10
123.92	3757.00	92.00
123.93	3758.00	91.80
123.95	3758.00	91.80
123.97	3759.00	91.60
123.98	3759.00	91.50
124.00	3760.00	91.40
124.02	3760.00	91.20
124.03	3760.00	91.20
124.05	3761.00	91.00
124.07	3761.00	90.90
124.08	3762.00	90.80
124.10	3762.00	90.70
124.12	3762.00	90.60
124.13	3763.00	90.50
124.15	3763.00	90.40
124.17	3764.00	90.20
124.18	3764.00	90.10
124.20	3765.00	90.10
124.22	3765.00	89.90
124.23	3765.00	89.80
124.25	3766.00	89.70
124.27	3766.00	89.60
124.28	3767.00	89.50
124.30	3767.00	89.40
